GeneID	Product_Description
PF3D7_1433900	protein kinase, putative
PF3D7_1434000	CCR4-associated factor 16, putative
PF3D7_1434100	queuine tRNA-ribosyltransferase, putative
PF3D7_1434200	calmodulin
PF3D7_1434300	Hsp70/Hsp90 organizing protein
PF3D7_1434400	conserved protein, unknown function
PF3D7_1434500	dynein-related AAA-type ATPase, putative
PF3D7_1434600	methionine aminopeptidase 2
PF3D7_1434700	mitochondrial import inner membrane translocase subunit TIM17, putative
PF3D7_1434800	mitochondrial acidic protein MAM33, putative
PF3D7_1434900	conserved Plasmodium protein, unknown function
PF3D7_1435000	cytochrome c oxidase assembly protein COX15, putative
PF3D7_1435100	ribonuclease H2 subunit B, putative
PF3D7_1435200	conserved protein, unknown function
PF3D7_1435300	glutamate synthase [NADH], putative
PF3D7_1435400	ER membrane protein complex subunit 4, putative
PF3D7_1435500	clathrin light chain, putative
PF3D7_1435600	conserved Plasmodium protein, unknown function
PF3D7_1435700	ataxin-2 like protein, putative
PF3D7_1435800	GTPase Era, putative
PF3D7_1435900	conserved Plasmodium protein, unknown function
PF3D7_1436000	glucose-6-phosphate isomerase
PF3D7_1436100	conserved Plasmodium membrane protein, unknown function
PF3D7_1436200	basal complex protein BCP1
PF3D7_1436300	translocon component PTEX150
PF3D7_1436400	conserved Plasmodium protein, unknown function
PF3D7_1436500	GTP-binding protein, putative
PF3D7_1436600	cGMP-dependent protein kinase
PF3D7_1436700	conserved protein, unknown function
PF3D7_1436800	ATP-dependent Clp protease proteolytic subunit
PF3D7_1436900	histidine triad protein, putative
PF3D7_1437000	N-acetyltransferase, GNAT family, putative
PF3D7_1437100	conserved protein, unknown function
PF3D7_1437200	ribonucleoside-diphosphate reductase large subunit, putative
PF3D7_1437300	conserved Plasmodium protein, unknown function
PF3D7_1437400	pantothenate kinase 2, putative
PF3D7_1437500	conserved Plasmodium membrane protein, unknown function
PF3D7_1437600	conserved protein, unknown function
PF3D7_1437700	succinyl-CoA ligase, putative
PF3D7_1437800	trafficking protein particle complex subunit 5, putative
PF3D7_1437900	HSP40, subfamily A
PF3D7_1438000	eukaryotic translation initiation factor eIF2A, putative
PF3D7_1438100	translocation protein SEC62, putative
PF3D7_1438200	tRNA Selenocysteine
PF3D7_1438300	tRNA Methionine
PF3D7_1438400	metacaspase-2
PF3D7_1438500	cleavage and polyadenylation specificity factor subunit 3, putative
PF3D7_1438600	conserved protein, unknown function
PF3D7_1438700	DNA primase small subunit
PF3D7_1438800	OST-HTH associated domain protein, putative
PF3D7_1438900	thioredoxin peroxidase 1
PF3D7_1439000	copper transporter
PF3D7_1439100	DEAD/DEAH box helicase, putative
PF3D7_1439200	conserved Plasmodium protein, unknown function
PF3D7_1439300	Sad1/UNC domain-containing protein, putative
PF3D7_1439400	cytochrome b-c1 complex subunit Rieske, putative
PF3D7_1439500	oocyst rupture protein 2, putative
PF3D7_1439600	cytochrome c oxidase subunit ApiCOX26, putative
PF3D7_1439700	leucine carboxyl methyltransferase, putative
PF3D7_1439800	vesicle-associated membrane protein, putative
PF3D7_1439900	triosephosphate isomerase
PF3D7_1440000	conserved Plasmodium protein, unknown function
PF3D7_1440100	cohesin complex subunit, putative
PF3D7_1440200	stromal-processing peptidase, putative
PF3D7_1440300	porphobilinogen synthase
PF3D7_1440400	zinc finger protein, putative
PF3D7_1440500	allantoicase, putative
PF3D7_1440600	protein SOC3, putative
PF3D7_1440700	AP-3 complex subunit mu, putative
PF3D7_1440800	major facilitator superfamily domain-containing protein, putative
PF3D7_1440900	conserved Plasmodium protein, unknown function
PF3D7_1441000	cytoplasmic tRNA 2-thiolation protein 2, putative
PF3D7_1441100	conserved Plasmodium protein, unknown function
PF3D7_1441200	60S ribosomal protein L1, putative
PF3D7_1441300	serine/threonine protein kinase, putative
PF3D7_1441400	FACT complex subunit SSRP1, putative
PF3D7_1441500	conserved Plasmodium protein, unknown function
PF3D7_1441600	acid cluster protein 33 homologue, putative
PF3D7_1441700	mitochondrial inner membrane protease ATP23, putative
PF3D7_1441800	vacuolar protein sorting-associated protein 60, putative
PF3D7_1441900	RNA polymerase II transcription factor B subunit 5, putative
PF3D7_1442000	ADP-ribosylation factor, putative
PF3D7_1442100	replication factor A protein 3, putative
PF3D7_1442200	GTP-binding protein YihA2
PF3D7_1442300	tRNA import protein tRIP
PF3D7_1442400	protein KIC9
PF3D7_1442500	geranylgeranyl transferase type-2 subunit alpha, putative
PF3D7_1442600	TRAP-like protein
PF3D7_1442700	conserved Plasmodium protein, unknown function
PF3D7_1442800	conserved Plasmodium protein, unknown function
PF3D7_1442900	Sec7 domain-containing protein ARFGEF, putative
PF3D7_1443000	serine/threonine protein kinase
PF3D7_1443100	conserved Plasmodium protein, unknown function
PF3D7_1443200	heptatricopeptide repeat-containing protein, putative
PF3D7_1443300	U6 snRNA-associated Sm-like protein LSm5, putative
PF3D7_1443400	WD repeat-containing protein
PF3D7_1443500	poly(A)-specific ribonuclease PARN, putative
PF3D7_1443600	gamma-tubulin complex component, putative
PF3D7_1443700	dephospho-CoA kinase, putative
PF3D7_1443800	pre-mRNA-splicing factor CWC24, putative
PF3D7_1443900	heat shock protein 90, putative
PF3D7_1444000	conserved Plasmodium protein, unknown function
PF3D7_1444100	conserved Plasmodium protein, unknown function
PF3D7_1444200	calmodulin-like protein
PF3D7_1444300	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative
PF3D7_1444400	conserved Plasmodium protein, unknown function
PF3D7_1444500	eukaryotic translation initiation factor 2-alpha kinase 1
PF3D7_1444600	conserved Plasmodium protein, unknown function
PF3D7_1444700	shikimate dehydrogenase, putative
PF3D7_1444800	fructose-bisphosphate aldolase
PF3D7_1444900	conserved protein, unknown function
PF3D7_1445000	prolyl hydroxylase-like protein, putative
PF3D7_1445100	histidine--tRNA ligase, putative
PF3D7_1445200	ATP-dependent RNA helicase MAK5, putative
PF3D7_1445300	ribosomal protein S29, mitochondrial, putative
PF3D7_1445400	protein serine/threonine kinase-1
PF3D7_1445500	conserved Plasmodium protein, unknown function
PF3D7_1445600	RNA-binding protein, putative
PF3D7_1445700	conserved Plasmodium protein, unknown function
PF3D7_1445800	conserved Plasmodium membrane protein, unknown function
PF3D7_1445900	ATP-dependent RNA helicase DDX5, putative
PF3D7_1446000	U5 spliceosomal RNA
PF3D7_1446100	conserved Plasmodium protein, unknown function
PF3D7_1446200	M17 leucyl aminopeptidase
PF3D7_1446300	conserved Plasmodium membrane protein, unknown function
PF3D7_1446400	pyruvate dehydrogenase E1 component subunit beta
PF3D7_1446500	nucleoporin NUP313, putative
PF3D7_1446600	centrin-2
PF3D7_1446700	conserved Plasmodium protein, unknown function
PF3D7_1446800	heme detoxification protein
PF3D7_1446900	glutaminyl-peptide cyclotransferase, putative
PF3D7_1447000	40S ribosomal protein S5
PF3D7_1447100	conserved Plasmodium protein, unknown function
PF3D7_1447200	conserved protein, unknown function
PF3D7_1447300	ribosomal protein S14, mitochondrial, putative
PF3D7_1447400	conserved Plasmodium protein, unknown function
PF3D7_1447500	inner membrane complex protein, putative
PF3D7_1447600	conserved protein, unknown function
PF3D7_1447700	conserved protein, unknown function
PF3D7_1447800	calponin homology domain-containing protein, putative
PF3D7_1447900	multidrug resistance protein 2
PF3D7_1448000	U3 small nucleolar RNA-associated protein 12, putative
PF3D7_1448100	conserved Plasmodium protein, unknown function
PF3D7_1448200	condensin-2 complex subunit G2, putative
PF3D7_1448300	conserved protein, unknown function
PF3D7_1448400	ubiquitin-protein ligase, putative
PF3D7_1448500	conserved Plasmodium protein, unknown function
PF3D7_1448600	SNARE protein, putative
PF3D7_1448700	HSP20-like chaperone, putative
PF3D7_1448800	Appr-1-p processing domain protein
PF3D7_1448900	conserved protein, unknown function
PF3D7_1449000	gamete egress and sporozoite traversal protein, putative
PF3D7_1449100	CLASP domain-containing protein, putative
PF3D7_1449200	conserved Plasmodium protein, unknown function
PF3D7_1449300	transcription factor IIIb subunit, putative
PF3D7_1449400	crossover junction endonuclease MUS81, putative
PF3D7_1449500	AP2 domain transcription factor AP2-O5, putative
PF3D7_1449600	conserved protein, unknown function
PF3D7_1449700	exosome complex exonuclease RRP6
PF3D7_1449800	conserved protein, unknown function
PF3D7_1449900	conserved protein, unknown function
PF3D7_1450000	serine/threonine protein kinase, putative
PF3D7_1450100	signal recognition particle subunit SRP54
PF3D7_1450200	conserved Plasmodium protein, unknown function
PF3D7_1450300	NADPH--cytochrome P450 reductase, putative
PF3D7_1450400	E3 ubiquitin-protein ligase ZNF598, putative
PF3D7_1450500	conserved Plasmodium protein, unknown function
PF3D7_1450600	S-adenosylmethionine-dependent methyltransferase, putative
PF3D7_1450700	conserved Plasmodium protein, unknown function
PF3D7_1450800	conserved protein, unknown function
PF3D7_1450900	acetyl-CoA acetyltransferase, putative
PF3D7_1451000	conserved Plasmodium protein, unknown function
PF3D7_1451100	elongation factor 2
PF3D7_1451200	conserved Plasmodium protein, unknown function
PF3D7_1451300	E3 SUMO-protein ligase NSE2, putative
PF3D7_1451400	transcriptional regulatory protein sir2b
PF3D7_1451500	pre-mRNA-splicing factor CWF18, putative
PF3D7_1451600	LCCL domain-containing protein
PF3D7_1451700	calcineurin subunit B
PF3D7_1451800	sortilin
PF3D7_1451900	ribosome biogenesis protein TSR1, putative
PF3D7_1452000	rhoptry neck protein 2
PF3D7_1452100	leucine-rich repeat protein
PF3D7_1452200	aminomethyltransferase, putative
PF3D7_1452300	DER1-like protein
PF3D7_1452400	conserved Plasmodium protein, unknown function
PF3D7_1452500	syntaxin-6, putative
PF3D7_1452600	conserved Plasmodium protein, unknown function
PF3D7_1452700	U1 snRNP-associated protein, putative
PF3D7_1452800	conserved Plasmodium protein, unknown function
PF3D7_1452900	conserved protein, unknown function
PF3D7_1453000	conserved Plasmodium protein, unknown function
PF3D7_1453100	dynactin subunit 4, putative
PF3D7_1453200	conserved Plasmodium protein, unknown function
PF3D7_1453300	Yos1-like protein, putative
PF3D7_1453400	gamma-tubulin complex component, putative
PF3D7_1453500	NAD(P) transhydrogenase, putative
PF3D7_1453600	RAP protein, putative
PF3D7_1453700	HSP90 co-chaperone p23
PF3D7_1453800	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase
PF3D7_1453900	conserved Plasmodium protein, unknown function
PF3D7_1454000	RNA-binding protein, putative
PF3D7_1454100	tRNA intron endonuclease, putative
PF3D7_1454200	conserved Plasmodium protein, unknown function
PF3D7_1454300	SNF1-related serine/threonine protein kinase KIN
PF3D7_1454400	aminopeptidase P
PF3D7_1454500	iron-sulfur cluster assembly protein ISU, putative
PF3D7_1454600	ribosomal protein S11, mitochondrial, putative
PF3D7_1454700	6-phosphogluconate dehydrogenase, decarboxylating
PF3D7_1454800	conserved Plasmodium protein, unknown function
PF3D7_1454900	conserved protein, unknown function
PF3D7_1455000	protein phosphatase PPM3, putative
PF3D7_1455100	protein tyrosine phosphatase, putative
PF3D7_1455200	methyltransferase, putative
PF3D7_1455300	conserved protein, unknown function
PF3D7_1455400	hemolysin III
PF3D7_1455500	AP-1 complex subunit gamma, putative
PF3D7_1455600	ferlin, putative
PF3D7_1455700	conserved Plasmodium protein, unknown function
PF3D7_1455800	LCCL domain-containing protein
PF3D7_1455900	polyprenol reductase, putative
PF3D7_1456000	AP2 domain transcription factor, putative
PF3D7_1456100	serine hydroxymethyltransferase
PF3D7_1456200	conserved Plasmodium protein, unknown function
PF3D7_1456300	conserved Plasmodium protein, unknown function
PF3D7_1456400	conserved Plasmodium protein, unknown function
PF3D7_1456500	STAG domain-containing protein, putative
PF3D7_1456600	ribosomal protein L28, mitochondrial, putative
PF3D7_1456700	conserved Plasmodium protein, unknown function
PF3D7_1456800	V-type H(+)-translocating pyrophosphatase, putative
PF3D7_1456900	conserved protein, unknown function
PF3D7_1457000	signal peptide peptidase
PF3D7_1457100	conserved Plasmodium protein, unknown function
PF3D7_1457200	thioredoxin 1
PF3D7_1457300	MA3 domain-containing protein, putative
PF3D7_1457400	conserved Plasmodium protein, unknown function
PF3D7_1457500	vacuolar protein sorting-associated protein 4
PF3D7_1457600	conserved Plasmodium protein, unknown function
PF3D7_1457700	large ribosomal subunit nuclear export factor, putative
PF3D7_1457800	conserved Plasmodium protein, unknown function
PF3D7_1457900	conserved Plasmodium protein, unknown function
PF3D7_1458000	cysteine proteinase falcipain 1
PF3D7_1458100	protein PET117, putative
PF3D7_1458200	conserved Plasmodium protein, unknown function
PF3D7_1458300	alpha/beta hydrolase, putative
PF3D7_1458400	aminodeoxychorismate lyase
PF3D7_1458500	spindle assembly abnormal protein 4, putative
PF3D7_1458600	zinc finger protein, putative
PF3D7_1458700	exonuclease V, mitochondrial, putative
PF3D7_1458800	DNA-directed RNA polymerase III subunit RPC5, putative
PF3D7_1458900	golgi apparatus membrane protein TVP23, putative
PF3D7_1459000	ATP-dependent RNA helicase DBP5
PF3D7_1459100	GTP-binding protein, putative
PF3D7_1459200	WD repeat-containing protein, putative
PF3D7_1459300	OPA3-like protein, putative
PF3D7_1459400	conserved protein, unknown function
PF3D7_1459500	conserved Plasmodium protein, unknown function
PF3D7_1459600	conserved Plasmodium protein, unknown function
PF3D7_1459700	pyridoxal 5'-phosphate synthase, putative
PF3D7_1459800	bax inhibitor 1, putative
PF3D7_1459900	rhoptry protein, putative
PF3D7_1460000	biotin--protein ligase 2
PF3D7_1460100	FYVE and coiled-coil domain-containing protein
PF3D7_1460200	conserved protein, unknown function
PF3D7_1460300	60S ribosomal protein L29, putative
PF3D7_1460400	ubiquitin carboxyl-terminal hydrolase isozyme L3
PF3D7_1460500	conserved Plasmodium protein, unknown function
PF3D7_1460600	inner membrane complex sub-compartment protein 3
PF3D7_1460700	60S ribosomal protein L27
PF3D7_1460800	snRNA-activating protein complex subunit 3, putative
PF3D7_1460900	ribosomal protein S10, apicoplast, putative
PF3D7_1461000	conserved Plasmodium protein, unknown function
PF3D7_1461100	conserved Plasmodium protein, unknown function
PF3D7_1461200	U3 small nucleolar ribonucleoprotein protein IMP3, putative
PF3D7_1461300	40S ribosomal protein S28e, putative
PF3D7_1461400	MORN repeat protein, putative
PF3D7_1461500	meiotic nuclear division protein 1, putative
PF3D7_1461600	splicing factor 3B subunit 2, putative
PF3D7_1461700	conserved Plasmodium protein, unknown function
PF3D7_1461800	conserved Plasmodium protein, unknown function
PF3D7_1461900	valine--tRNA ligase, putative
PF3D7_1462000	thioredoxin-like protein
PF3D7_1462100	conserved Plasmodium protein, unknown function
PF3D7_1462200	conserved protein, unknown function
PF3D7_1462300	GTP-binding protein, putative
PF3D7_1462400	conserved Plasmodium protein, unknown function
PF3D7_1462500	conserved Plasmodium protein, unknown function
PF3D7_1462600	conserved Plasmodium membrane protein, unknown function
PF3D7_1462700	cytochrome c1, heme protein, mitochondrial, putative
PF3D7_1462800	glyceraldehyde-3-phosphate dehydrogenase
PF3D7_1462900	conserved Plasmodium protein, unknown function
PF3D7_1463000	mediator of RNA polymerase II transcription subunit 20, putative
PF3D7_1463100	conserved Plasmodium protein, unknown function, pseudogene
PF3D7_1463200	replication factor C subunit 3, putative
PF3D7_1463300	DNA polymerase alpha subunit B, putative
PF3D7_1463400	DNA-directed RNA polymerase III subunit RPC4, putative
PF3D7_1463500	fam-a protein
PF3D7_1463600	conserved Plasmodium protein, unknown function
PF3D7_1463700	cyclin 1
PF3D7_1463800	ribosomal protein S6, mitochondrial, putative
PF3D7_1463900	rhoptry neck protein 11, putative
PF3D7_1464000	YL1 nuclear protein, putative
PF3D7_1464100	conserved Plasmodium protein, unknown function
PF3D7_1464200	zinc finger protein, putative
PF3D7_1464300	conserved Plasmodium protein, unknown function
PF3D7_1464400	zinc finger protein, putative
PF3D7_1464500	conserved Plasmodium membrane protein, unknown function
