Transcript_ID	Product_Description
PF3D7_1442800.1	conserved Plasmodium protein, unknown function
PF3D7_1442900.1	Sec7 domain-containing protein ARFGEF, putative
PF3D7_1443000.1	serine/threonine protein kinase
PF3D7_1443100.1	conserved Plasmodium protein, unknown function
PF3D7_1443200.1	heptatricopeptide repeat-containing protein, putative
PF3D7_1443300.1	U6 snRNA-associated Sm-like protein LSm5, putative
PF3D7_1443400.1	WD repeat-containing protein
PF3D7_1443500.1	poly(A)-specific ribonuclease PARN, putative
PF3D7_1443600.1	gamma-tubulin complex component, putative
PF3D7_1443700.1	dephospho-CoA kinase, putative
PF3D7_1443800.1	pre-mRNA-splicing factor CWC24, putative
PF3D7_1443900.1	heat shock protein 90, putative
PF3D7_1444000.1	conserved Plasmodium protein, unknown function
PF3D7_1444100.1	conserved Plasmodium protein, unknown function
PF3D7_1444200.1	calmodulin-like protein
PF3D7_1444300.1	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative
PF3D7_1444400.1	conserved Plasmodium protein, unknown function
PF3D7_1444500.1	eukaryotic translation initiation factor 2-alpha kinase 1
PF3D7_1444600.1	conserved Plasmodium protein, unknown function
PF3D7_1444700.1	shikimate dehydrogenase, putative
PF3D7_1444800.1	fructose-bisphosphate aldolase
PF3D7_1444900.1	conserved protein, unknown function
PF3D7_1445000.1	prolyl hydroxylase-like protein, putative
PF3D7_1445100.1	histidine--tRNA ligase, putative
PF3D7_1445200.1	ATP-dependent RNA helicase MAK5, putative
PF3D7_1445300.1	ribosomal protein S29, mitochondrial, putative
PF3D7_1445400.1	protein serine/threonine kinase-1
PF3D7_1445500.1	conserved Plasmodium protein, unknown function
PF3D7_1445600.1	RNA-binding protein, putative
PF3D7_1445700.1	conserved Plasmodium protein, unknown function
PF3D7_1445800.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1445900.1	ATP-dependent RNA helicase DDX5, putative
PF3D7_1446000.1	U5 spliceosomal RNA
PF3D7_1446100.1	conserved Plasmodium protein, unknown function
PF3D7_1446200.1	M17 leucyl aminopeptidase
PF3D7_1446300.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1446400.1	pyruvate dehydrogenase E1 component subunit beta
PF3D7_1446500.1	nucleoporin NUP313, putative
PF3D7_1446600.1	centrin-2
PF3D7_1446700.1	conserved Plasmodium protein, unknown function
PF3D7_1446800.1	heme detoxification protein
PF3D7_1446900.1	glutaminyl-peptide cyclotransferase, putative
PF3D7_1447000.1	40S ribosomal protein S5
PF3D7_1447100.1	conserved Plasmodium protein, unknown function
PF3D7_1447200.1	conserved protein, unknown function
PF3D7_1447300.1	ribosomal protein S14, mitochondrial, putative
PF3D7_1447400.1	conserved Plasmodium protein, unknown function
PF3D7_1447500.1	inner membrane complex protein, putative
PF3D7_1447600.1	conserved protein, unknown function
PF3D7_1447700.1	conserved protein, unknown function
PF3D7_1447800.1	calponin homology domain-containing protein, putative
PF3D7_1447900.1	multidrug resistance protein 2
PF3D7_1448000.1	U3 small nucleolar RNA-associated protein 12, putative
PF3D7_1448100.1	conserved Plasmodium protein, unknown function
PF3D7_1448200.1	condensin-2 complex subunit G2, putative
PF3D7_1448300.1	conserved protein, unknown function
PF3D7_1448400.1	ubiquitin-protein ligase, putative
PF3D7_1448500.1	conserved Plasmodium protein, unknown function
PF3D7_1448600.1	SNARE protein, putative
PF3D7_1448700.1	HSP20-like chaperone, putative
PF3D7_1448800.1	Appr-1-p processing domain protein
PF3D7_1448900.1	conserved protein, unknown function
PF3D7_1449000.1	gamete egress and sporozoite traversal protein, putative
PF3D7_1449100.1	CLASP domain-containing protein, putative
PF3D7_1449200.1	conserved Plasmodium protein, unknown function
PF3D7_1449300.1	transcription factor IIIb subunit, putative
PF3D7_1449400.1	crossover junction endonuclease MUS81, putative
PF3D7_1449500.1	AP2 domain transcription factor AP2-O5, putative
PF3D7_1449600.1	conserved protein, unknown function
PF3D7_1449700.1	exosome complex exonuclease RRP6
PF3D7_1449800.1	conserved protein, unknown function
PF3D7_1449900.1	conserved protein, unknown function
PF3D7_1450000.1	serine/threonine protein kinase, putative
PF3D7_1450100.1	signal recognition particle subunit SRP54
PF3D7_1450200.1	conserved Plasmodium protein, unknown function
PF3D7_1450300.1	NADPH--cytochrome P450 reductase, putative
PF3D7_1450400.1	E3 ubiquitin-protein ligase ZNF598, putative
PF3D7_1450500.1	conserved Plasmodium protein, unknown function
PF3D7_1450600.1	S-adenosylmethionine-dependent methyltransferase, putative
PF3D7_1450700.1	conserved Plasmodium protein, unknown function
PF3D7_1450800.1	conserved protein, unknown function
PF3D7_1450900.1	acetyl-CoA acetyltransferase, putative
PF3D7_1451000.1	conserved Plasmodium protein, unknown function
PF3D7_1451100.1	elongation factor 2
PF3D7_1451200.1	conserved Plasmodium protein, unknown function
PF3D7_1451300.1	E3 SUMO-protein ligase NSE2, putative
PF3D7_1451400.1	transcriptional regulatory protein sir2b
PF3D7_1451500.1	pre-mRNA-splicing factor CWF18, putative
PF3D7_1451600.1	LCCL domain-containing protein
PF3D7_1451700.1	calcineurin subunit B
PF3D7_1451800.1	sortilin
PF3D7_1451900.1	ribosome biogenesis protein TSR1, putative
PF3D7_1452000.1	rhoptry neck protein 2
PF3D7_1452100.1	leucine-rich repeat protein
PF3D7_1452200.1	aminomethyltransferase, putative
PF3D7_1452300.1	DER1-like protein
PF3D7_1452400.1	conserved Plasmodium protein, unknown function
PF3D7_1452500.1	syntaxin-6, putative
PF3D7_1452600.1	conserved Plasmodium protein, unknown function
PF3D7_1452700.1	U1 snRNP-associated protein, putative
PF3D7_1452800.1	conserved Plasmodium protein, unknown function
PF3D7_1452900.1	conserved protein, unknown function
PF3D7_1453000.1	conserved Plasmodium protein, unknown function
PF3D7_1453100.1	dynactin subunit 4, putative
PF3D7_1453200.1	conserved Plasmodium protein, unknown function
PF3D7_1453300.1	Yos1-like protein, putative
PF3D7_1453400.1	gamma-tubulin complex component, putative
PF3D7_1453500.1	NAD(P) transhydrogenase, putative
PF3D7_1453600.1	RAP protein, putative
PF3D7_1453700.1	HSP90 co-chaperone p23
PF3D7_1453800.1	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase
PF3D7_1453900.1	conserved Plasmodium protein, unknown function
PF3D7_1454000.1	RNA-binding protein, putative
PF3D7_1454100.1	tRNA intron endonuclease, putative
PF3D7_1454200.1	conserved Plasmodium protein, unknown function
PF3D7_1454300.1	SNF1-related serine/threonine protein kinase KIN
PF3D7_1454400.1	aminopeptidase P
PF3D7_1454500.1	iron-sulfur cluster assembly protein ISU, putative
PF3D7_1454600.1	ribosomal protein S11, mitochondrial, putative
PF3D7_1454700.1	6-phosphogluconate dehydrogenase, decarboxylating
PF3D7_1454800.1	conserved Plasmodium protein, unknown function
PF3D7_1454900.1	conserved protein, unknown function
PF3D7_1455000.1	protein phosphatase PPM3, putative
PF3D7_1455100.1	protein tyrosine phosphatase, putative
PF3D7_1455200.1	methyltransferase, putative
PF3D7_1455200.2	unspecified product
PF3D7_1455300.1	conserved protein, unknown function
PF3D7_1455400.1	hemolysin III
PF3D7_1455500.1	AP-1 complex subunit gamma, putative
PF3D7_1455600.1	ferlin, putative
PF3D7_1455700.1	conserved Plasmodium protein, unknown function
PF3D7_1455800.1	LCCL domain-containing protein
PF3D7_1455900.1	polyprenol reductase, putative
PF3D7_1456000.1	AP2 domain transcription factor, putative
PF3D7_1456100.1	serine hydroxymethyltransferase
PF3D7_1456200.1	conserved Plasmodium protein, unknown function
PF3D7_1456300.1	conserved Plasmodium protein, unknown function
PF3D7_1456400.1	conserved Plasmodium protein, unknown function
PF3D7_1456500.1	STAG domain-containing protein, putative
PF3D7_1456600.1	ribosomal protein L28, mitochondrial, putative
PF3D7_1456700.1	conserved Plasmodium protein, unknown function
PF3D7_1456800.1	V-type H(+)-translocating pyrophosphatase, putative
PF3D7_1456900.1	conserved protein, unknown function
PF3D7_1457000.1	signal peptide peptidase
PF3D7_1457100.1	conserved Plasmodium protein, unknown function
PF3D7_1457200.1	thioredoxin 1
PF3D7_1457300.1	MA3 domain-containing protein, putative
PF3D7_1457400.1	conserved Plasmodium protein, unknown function
PF3D7_1457500.1	vacuolar protein sorting-associated protein 4
PF3D7_1457600.1	conserved Plasmodium protein, unknown function
PF3D7_1457700.1	large ribosomal subunit nuclear export factor, putative
PF3D7_1457800.1	conserved Plasmodium protein, unknown function
PF3D7_1457900.1	conserved Plasmodium protein, unknown function
PF3D7_1458000.1	cysteine proteinase falcipain 1
PF3D7_1458100.1	protein PET117, putative
PF3D7_1458200.1	conserved Plasmodium protein, unknown function
PF3D7_1458300.1	alpha/beta hydrolase, putative
PF3D7_1458400.1	aminodeoxychorismate lyase
PF3D7_1458500.1	spindle assembly abnormal protein 4, putative
PF3D7_1458600.1	zinc finger protein, putative
PF3D7_1458700.1	exonuclease V, mitochondrial, putative
PF3D7_1458800.1	DNA-directed RNA polymerase III subunit RPC5, putative
PF3D7_1458900.1	golgi apparatus membrane protein TVP23, putative
PF3D7_1459000.1	ATP-dependent RNA helicase DBP5
PF3D7_1459100.1	GTP-binding protein, putative
PF3D7_1459200.1	WD repeat-containing protein, putative
PF3D7_1459300.1	OPA3-like protein, putative
PF3D7_1459400.1	conserved protein, unknown function
PF3D7_1459500.1	conserved Plasmodium protein, unknown function
PF3D7_1459600.1	conserved Plasmodium protein, unknown function
PF3D7_1459700.1	pyridoxal 5'-phosphate synthase, putative
PF3D7_1459800.1	bax inhibitor 1, putative
PF3D7_1459900.1	rhoptry protein, putative
PF3D7_1460000.1	biotin--protein ligase 2
PF3D7_1460100.1	FYVE and coiled-coil domain-containing protein
PF3D7_1460200.1	conserved protein, unknown function
PF3D7_1460300.1	60S ribosomal protein L29, putative
PF3D7_1460400.1	ubiquitin carboxyl-terminal hydrolase isozyme L3
PF3D7_1460500.1	conserved Plasmodium protein, unknown function
PF3D7_1460600.1	inner membrane complex sub-compartment protein 3
PF3D7_1460700.1	60S ribosomal protein L27
PF3D7_1460800.1	snRNA-activating protein complex subunit 3, putative
PF3D7_1460900.1	ribosomal protein S10, apicoplast, putative
PF3D7_1460900.2	ribosomal protein S10, apicoplast, putative
PF3D7_1461000.1	conserved Plasmodium protein, unknown function
PF3D7_1461100.1	conserved Plasmodium protein, unknown function
PF3D7_1461200.1	U3 small nucleolar ribonucleoprotein protein IMP3, putative
PF3D7_1461300.1	40S ribosomal protein S28e, putative
PF3D7_1461400.1	MORN repeat protein, putative
PF3D7_1461500.1	meiotic nuclear division protein 1, putative
PF3D7_1461600.1	splicing factor 3B subunit 2, putative
PF3D7_1461700.1	conserved Plasmodium protein, unknown function
PF3D7_1461800.1	conserved Plasmodium protein, unknown function
PF3D7_1461900.1	valine--tRNA ligase, putative
PF3D7_1462000.1	thioredoxin-like protein
PF3D7_1462100.1	conserved Plasmodium protein, unknown function
PF3D7_1462200.1	conserved protein, unknown function
PF3D7_1462300.1	GTP-binding protein, putative
PF3D7_1462400.1	conserved Plasmodium protein, unknown function
PF3D7_1462500.1	conserved Plasmodium protein, unknown function
PF3D7_1462600.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1462700.1	cytochrome c1, heme protein, mitochondrial, putative
PF3D7_1462800.1	glyceraldehyde-3-phosphate dehydrogenase
PF3D7_1462900.1	conserved Plasmodium protein, unknown function
PF3D7_1463000.1	mediator of RNA polymerase II transcription subunit 20, putative
PF3D7_1463100.1	conserved Plasmodium protein, unknown function, pseudogene
PF3D7_1463200.1	replication factor C subunit 3, putative
PF3D7_1463300.1	DNA polymerase alpha subunit B, putative
PF3D7_1463400.1	DNA-directed RNA polymerase III subunit RPC4, putative
PF3D7_1463500.1	fam-a protein
PF3D7_1463600.1	conserved Plasmodium protein, unknown function
PF3D7_1463700.1	cyclin 1
PF3D7_1463800.1	ribosomal protein S6, mitochondrial, putative
PF3D7_1463900.1	rhoptry neck protein 11, putative
PF3D7_1464000.1	YL1 nuclear protein, putative
PF3D7_1464100.1	conserved Plasmodium protein, unknown function
PF3D7_1464200.1	zinc finger protein, putative
PF3D7_1464300.1	conserved Plasmodium protein, unknown function
PF3D7_1464400.1	zinc finger protein, putative
PF3D7_1464500.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1464600.1	serine/threonine protein phosphatase UIS2, putative
PF3D7_1464700.1	ATP synthase (C/AC39) subunit, putative
PF3D7_1464800.1	conserved Plasmodium protein, unknown function
PF3D7_1464900.1	ATP-dependent zinc metalloprotease FTSH, putative
PF3D7_1465000.1	cytochrome c oxidase subunit ApiCOX25, putative
PF3D7_1465100.1	conserved oligomeric Golgi complex subunit 6, putative
PF3D7_1465200.1	mediator of RNA polymerase II transcription subunit 4, putative
PF3D7_1465300.1	ribonuclease Z, putative
PF3D7_1465400.1	conserved protein, unknown function
PF3D7_1465500.1	potassium channel K2
PF3D7_1465600.1	conserved Plasmodium protein, unknown function
PF3D7_1465700.1	plasmepsin VIII, putative
PF3D7_1465800.1	dynein beta chain, putative
PF3D7_1465900.1	40S ribosomal protein S3
PF3D7_1466000.1	conserved protein, unknown function
PF3D7_1466100.1	protein phosphatase containing kelch-like domains
PF3D7_1466200.1	early gametocyte enriched phosphoprotein EGXP
PF3D7_1466300.1	26S proteasome regulatory subunit RPN2, putative
PF3D7_1466400.1	AP2 domain transcription factor AP2-EXP
PF3D7_1466500.1	conserved Plasmodium protein, unknown function
PF3D7_1466600.1	enkurin domain-containing protein, putative
PF3D7_1466700.1	60S ribosome subunit biogenesis protein NIP7, putative
PF3D7_1466800.1	conserved Plasmodium protein, unknown function
PF3D7_1466900.1	conserved Plasmodium protein, unknown function
PF3D7_1467000.1	magnesium transporter, putative
PF3D7_1467100.1	DNA-3-methyladenine glycosylase, putative
PF3D7_1467200.1	WD repeat-containing protein 79, putative
PF3D7_1467300.1	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF3D7_1467400.1	50S ribosomal protein L22, apicoplast, putative
PF3D7_1467500.1	DNA/RNA-binding protein KIN17, putative
PF3D7_1467600.1	conserved Plasmodium protein, unknown function
PF3D7_1467700.1	conserved Plasmodium protein, unknown function
PF3D7_1467800.1	conserved Plasmodium protein, unknown function
PF3D7_1467900.1	rab GTPase activator, putative
PF3D7_1468000.1	conserved Plasmodium protein, unknown function
PF3D7_1468100.1	MORC family protein, putative
PF3D7_1468200.1	telomere length and silencing protein 1, putative
PF3D7_1468300.1	leucine-rich repeat protein
PF3D7_1468400.1	zinc finger protein, putative
PF3D7_1468500.1	derlin-1
PF3D7_1468600.1	aminophospholipid transporter, putative
PF3D7_1468700.1	eukaryotic initiation factor 4A
PF3D7_1468800.1	splicing factor U2AF large subunit, putative
PF3D7_1468900.1	zinc finger protein, putative
PF3D7_1469000.1	translation initiation factor IF-1
PF3D7_1469100.1	conserved Plasmodium protein, unknown function
PF3D7_1469200.1	shewanella-like protein phosphatase 1, putative
PF3D7_1469300.1	pre-rRNA-processing protein PNO1, putative
PF3D7_1469400.1	nucleoside transporter 3, putative
PF3D7_1469500.1	conserved Plasmodium protein, unknown function
PF3D7_1469600.1	acetyl-CoA carboxylase
PF3D7_1469700.1	mediator of RNA polymerase II transcription subunit 6, putative
PF3D7_1469800.1	conserved Plasmodium protein, unknown function
PF3D7_1469900.1	protein MGET
PF3D7_1470000.1	autophagy-related protein 12, putative
PF3D7_1470100.1	conserved Plasmodium protein, unknown function
PF3D7_1470200.1	conserved Plasmodium protein, unknown function
PF3D7_1470300.1	conserved Plasmodium protein, unknown function
PF3D7_1470400.1	mitochondrial pyruvate carrier protein 2, putative
PF3D7_1470500.1	cGMP-specific 3',5'-cyclic phosphodiesterase delta
PF3D7_1470600.1	RAP protein, putative
PF3D7_1470700.1	conserved Plasmodium protein, unknown function
PF3D7_1470800.1	conserved Plasmodium protein, unknown function
PF3D7_1470900.1	proteasome subunit beta type-2, putative
PF3D7_1471000.1	RNA 3'-terminal phosphate cyclase-like protein, putative
PF3D7_1471100.1	exported protein 2
PF3D7_1471200.1	inorganic anion exchanger, inorganic anion antiporter
PF3D7_1471300.1	RAP protein, putative
PF3D7_1471400.1	diacylglycerol kinase, putative
PF3D7_1471500.1	transmembrane protein 43, putative
PF3D7_1471600.1	conserved Plasmodium protein, unknown function
PF3D7_1471700.1	conserved Plasmodium protein, unknown function
PF3D7_1471800.1	conserved Plasmodium protein, unknown function
PF3D7_1471900.1	conserved Plasmodium protein, unknown function
PF3D7_1472000.1	pre-mRNA-splicing factor ISY1, putative
PF3D7_1472100.1	protein transport protein YIP1, putative
PF3D7_1472200.1	histone deacetylase, putative
PF3D7_1472300.1	conserved protein, unknown function
PF3D7_1472400.1	M1-family alanyl aminopeptidase, putative
PF3D7_1472500.1	conserved Plasmodium protein, unknown function
PF3D7_1472600.1	protein disulfide-isomerase
PF3D7_1472700.1	DNA-directed RNA polymerase, alpha subunit, putative
PF3D7_1472800.1	HSP20-like chaperone, putative
PF3D7_1472900.1	dihydroorotase, putative
PF3D7_1473000.1	conserved Plasmodium protein, unknown function
PF3D7_1473100.1	GTPase-activating protein, putative
PF3D7_1473200.1	DnaJ protein, putative
PF3D7_1473300.1	CKK domain-containing protein, putative
PF3D7_1473400.1	conserved protein, unknown function
PF3D7_1473500.1	conserved Plasmodium protein, unknown function
PF3D7_1473600.1	conserved Plasmodium protein, unknown function
PF3D7_1473700.1	nucleoporin NUP116/NSP116, putative
PF3D7_1473900.1	conserved Plasmodium protein, unknown function
